1;5;Achiras;1
2;5;Adelia Maria;1
3;5;Alcira (Estacion Gigena);1
4;5;Alejandro Roca;1
5;5;Alejo Ledesma;1
6;5;Alicia (Cordoba);1
7;5;Almafuerte (Cordoba);1
8;5;Alta Gracia;1
9;5;Alto Resbaloso - El Barrial;1
10;5;Anisacate;1
11;5;Arias (Cordoba);1
12;5;Arroyito;1
13;5;Arroyo Cabral;1
14;5;Ballesteros (Cordoba);1
15;5;Balnearia;1
16;5;Berrotaran (Cordoba);1
17;5;Bialet Masse;1
18;5;Brinkmann;1
19;5;Calchin (Cordoba);1
20;5;Camilo Aldao;1
21;5;Canals (Cordoba);1
22;5;Capilla del Monte;1
23;5;Casa Grande (Cordoba);1
24;5;Colonia Caroya;1
25;5;Colonia La Argentina (Dto  Gral  Roca);1
26;5;Cordoba (Capital);1
27;5;Coronel Moldes (Cordoba);1
28;5;Corral de Bustos;1
29;5;Cosquin;1
30;5;Country Chacras de la Villa - Country San Isidro;1
31;5;Cruz Alta (Cordoba);1
32;5;Cuesta Blanca (Argentina);1
33;5;Dean Funes (Cordoba);1
34;5;Del Campillo;1
35;5;Despeñaderos;1
36;5;Devoto (Cordoba);1
37;5;El Pueblito (San Javier);1
38;5;El Valle (Argentina);1
39;5;Elena (Cordoba);1
40;5;Embalse (Cordoba);1
41;5;Estacion Juarez Celman;1
42;5;Estancia Vieja;1
43;5;Etruria (Cordoba);1
44;5;Freyre;1
45;5;General Baldissera;1
46;5;General Cabrera;1
47;5;General Deheza;1
48;5;General Levalle;1
49;5;Guatimozin (Cordoba);1
50;5;Hernando (Cordoba);1
51;5;Huerta Grande;1
52;5;Huinca Renanco;1
53;5;Inriville;1
54;5;Isla Verde (Argentina);1
55;5;James Craik;1
56;5;Jesus Maria (Argentina);1
57;5;Jose de la Quintana (Cordoba);1
58;5;Jovita (Cordoba);1
59;5;Justiniano Posse (Cordoba);1
60;5;La Carlota (Argentina);1
61;5;La Cumbre (Cordoba);1
62;5;La Cumbrecita;1
63;5;La Falda;1
64;5;La Francia;1
65;5;La Para;1
66;5;La Paz (Totoral);1
67;5;La Perla (Cordoba);1
68;5;La Poblacion (Cordoba);1
69;5;La Rancherita;1
70;5;La Serranita;1
71;5;Laborde;1
72;5;Laboulaye;1
73;5;Laguna Larga;1
74;5;Las Acequias;1
75;5;Las Chacras (La Paz);1
76;5;Las Chacras (Villa de las Rosas);1
77;5;Las Higueras;1
78;5;Las Perdices;1
79;5;Las Tapias (Cordoba);1
80;5;Leones;1
81;5;Los Cerrillos (Cordoba);1
82;5;Los Cocos;1
83;5;Los Condores (Cordoba);1
84;5;Los Romeros (Argentina);1
85;5;Los Surgentes;1
86;5;Luque (Argentina);1
87;5;Malagueño (Argentina);1
88;5;Malvinas Argentinas (Cordoba);1
89;5;Marcos Juarez;1
90;5;Mayu Sumaj;1
91;5;Mi Granja;1
92;5;Mina Clavero;1
93;5;Monte Buey;1
94;5;Monte Cristo;1
95;5;Monte Maiz;1
96;5;Morrison (Cordoba);1
97;5;Morteros;1
98;5;Noetinger;1
99;5;Oliva (Cordoba);1
100;5;Oncativo;1
101;5;Ordoñez (Argentina);1
102;5;Pascanas;1
103;5;Paso del Durazno;1
104;5;Pilar (Cordoba);1
105;5;La Playosa;1
106;5;Porteña;1
107;5;Pozo del Molle;1
108;5;Quilino;1
109;5;Quisquisacate;1
110;5;Rio Primero (Cordoba);1
111;5;Rio Segundo (ciudad);1
112;5;Ciudad de Rio Tercero;1
113;5;Rumi Huasi;1
114;5;Sacanta;1
115;5;Sampacho;1
116;5;San Agustin (Cordoba);1
117;5;San Antonio de Arredondo;1
118;5;San Basilio (Cordoba);1
119;5;San Esteban (Cordoba);1
120;5;San Francisco (Cordoba);1
121;5;San Francisco del Chañar;1
122;5;San Jose de La Dormida;1
123;5;San Marcos Sud;1
124;5;San Pedro (Cordoba);1
125;5;San Roque (Cordoba);1
126;5;Santa Catalina (Rio Cuarto);1
127;5;Santa Elena (Colon);1
128;5;Santa Maria de Punilla;1
129;5;Santa Monica (Argentina);1
130;5;Santa Rosa de Calamuchita;1
131;5;Santa Rosa de Rio Primero;1
132;5;Santiago Temple;1
133;5;Saturnino Maria Laspiur (Cordoba);1
134;5;Sebastian Elcano (Cordoba);1
135;5;Serrano (Cordoba);1
136;5;Serrezuela (Argentina);1
137;5;Tala Huasi;1
138;5;Tancacha;1
139;5;Tanti;1
140;5;Tio Pujio;1
141;5;Toledo (Cordoba);1
142;5;Transito (Cordoba);1
143;5;Trinchera (Argentina);1
144;5;Tronco Pozo;1
145;5;Ucacha;1
146;5;Valle de Anisacate;1
147;5;Valle Hermoso (Cordoba);1
148;5;Vicuña Mackenna (Argentina);1
149;5;Villa Ascasubi;1
150;5;Villa Carlos Paz;1
151;5;Villa Cura Brochero;1
152;5;Villa de Las Rosas;1
153;5;Villa de los Ranchos;1
154;5;Villa de Maria;1
155;5;Villa de Soto;1
156;5;Villa del Dique;1
157;5;Villa del Rosario (Cordoba);1
158;5;Villa del Totoral;1
159;5;Villa Dolores (Cordoba);1
160;5;Villa General Belgrano;1
161;5;Villa Giardino;1
162;5;Villa Huidobro;1
163;5;Villa Icho Cruz;1
164;5;Villa La Bolsa;1
165;5;Villa Los Aromos;1
166;5;Villa Los Llanos;1
167;5;Villa Nueva (Cordoba);1
168;5;Villa Parque Siquiman;1
169;5;Villa Reduccion;1
170;5;Villa Rumipal;1
171;5;Villa San Nicolas;1
172;5;Villa Santa Cruz del Lago;1
173;5;Villa Sarmiento (San Alberto);1
174;5;Villa Valeria;1
